Sentence,Label
Gazprom said construction begin downstream countries year &apos;s end,0
The pipeline designed annual capacity 2,0
2 trillion cubic feet natural gas,0
Falkenberg club makes two wonderful evenings,0
The new season Falkenberg &quot; Blue Velvet &quot; club begun,0
" This Friday evening , &quot; Pump party &quot; event taking place , one day later , Saturday evening , festivities continue over-25s party ",0
Fat beats cool sounds course promised organisers nights,0
" Pamela Anderson chops iconic blonde locks , debuts dramatic new pixie cut ",0
Pam &apos;s blonde locks made famous role sexy TV show Baywatch,0
Pamela Anderson latest celebrity shock fans dramatic new hairdo,0
The ex-Baywatch babe ditched long blonde locks favour platinum pixie crop,0
The 46-year-old actress revealed latest look LA Wednesday shared snap Twitter page,0
" It &apos;s first time 20 years blonde beauty short hair , &apos;re loving demure change ",0
What think Pammy &apos;s hair ? Share us thoughts comments,0
" Thus far , Kempten Police Department look back calm Halloween night ",0
The authorities called twice deal children throwing eggs houses,0
" Because home owners realised immediately , egg remnants could cleaned , meaning material damage occurred ",0
" Furthermore , town centre area , fireworks set , material damage caused either ",0
The residents Bischof-Freundorfer-Weg reported car wrapped toilet paper wheel trims stolen,0
" However , man found wheel trims nearby prior police arriving , account police involvement required ",0
" Town Council delighted solid budget Every time discussion Town Council meetings turns budget , Mayor Ralph Gerster good reason smile ",0
The municipality coffers Herdwangen-Schönach well stocked administration debt-free since 2005,0
" In sense , 2012 budgetary year , also recorded complete success ",0
This became clear upon presentation annual accounts 2012,0
" As Andrea Rothmund explained , administrative budget came EUR one million higher originally planned , around 7",0
6 million Euro,0
" The administrative budget surplus , around EUR 1",0
"8 million , also stood around EUR one million projections ",0
The surplus primarily due higher trade tax income local authorities &apos; contribution towards income tax,0
The capital budget also stood well projected values,0
Instead projected EUR 1,0
"5 million Euro , value last year EUR 2",0
5 million,0
" &quot; This mainly due higher contribution administrative budget , &quot; said Rothmund ",0
" Because fewer investments made 2012 budgetary year planned , reserves also came higher ",0
" In total , managed increase general contingency reserves around EUR 2",0
"1 million , total EUR 4",0
9 million,0
Mayor Ralph Gerster thanked Rothmund team good work,0
" &quot; A job like something achieve overnight , &quot; said Gerster praise annual financial statement ",0
He Town Councillors clearly delighted good figures,0
" It may sound like paradox , precisely good figures could soon work expensive citizens ",0
" In past , good financial situation meant local authorities could away high municipal rates ",0
" However , according Gerster , time time resulted subsidies reduced state ",0
There prerequisites must fulfilled order receive subsidies various compensation elements,0
" Among requirements , towns municipalities applying subsidies must levy certain municipal rates ",0
" &quot; We address subject municipal rates , investments made coming years could subsidies , &quot; commented Gerster regarding matter ",0
" Sleepless New York On way host families Weymouth , Massachusetts , pupils Schwarzwald Grammar School got know American city New York ",0
" After eight-hour flight , headed straight Brooklyn Bridge , via heart city , Manhattan , reached foot ",0
" From fascinating view world-famous skyline , particularly impressive evening light ",0
" Due time difference , pupils go almost 24 hours , however , true slogan , &quot; city never sleeps &quot; , day rounded trip Times Square ",0
" In spite shutdown , able visit Statue Liberty second day , climb statue foot ",0
" They moved Financial District , via Wall Street , visit 9 / 11 memorial ",0
" On third day , pupils able take overview fascinating city viewing platform Empire State Building , enjoying views height 373 metres ",0
" They made way hustle bustle New York streets , via Rockerfeller Center , Central Park , provided perfect opportunity rest Autumn sun ",0
" Following short flight New York Boston , pupils arrived host families experiencing school day Weymouth High School ",0
What happens e-mail transit ? E-mail short electronic mail,0
" Are technical measures maintain privacy correspondence , similar traditional postal service , implemented design Internet-based service ? When designing early Internet services , focus lay making communication possible ",0
" Thus , developing underlying technical protocols , attention given creating stable foundation interception-proof exchange mail ",0
" For reason , traditional email like open postcard sealed letter ",0
" When user &quot; Anna &quot; sends email &quot; Benni &quot; , pair &apos;s computers directly connected ? Anna &apos;s email program browser first sends mail service provider &apos;s mail server ",0
" If Gmail account , example , would Google ",0
This mail server sends content provider Benni uses,0
" En route , mail pass number servers Internet ",0
Benni call content provider,0
Are traditional e-mails read third parties journey net ? The majority e-mails read several times software robots en route recipient,0
Checks generally carried sender &apos;s provider whether mail contains malware attachment,0
A virus check also carried recipient systems,0
" In addition , providers check whether nuisance unwanted spam mail , deleted immediately least sorted spam folder ",0
" Do robots tasks ? In case systems Gmail , robots also identify information Google requires displaying context-based advertising ",0
" If Anna Benni communicate upcoming holiday travels via Gmail , Google display corresponding links holiday offers ",0
Do unknown individuals also read e-mails ? The probability unauthorised persons reading mail extremely low,0
" However , theoretically , possible ",0
" Within companies , administrators often able read electronic mail sent ",0
Law enforcement authorities Secret Services also legal authorisation intercept take note e-mails,0
This may include potential illegal spying activities,0
" Is possible protect e-mails read ? With encryption using OpenPGP standard , e-mail effectively protected read ",0
" With great technical effort , also possible conceal metadata email communication even possible tell communicating ",0
" How important Yahoo Google within e-mail market Germany ? According study conducted Convios Consulting August 2013 , among main mail services private use , Yahoo Google play minor role ",0
" While number Yahoo Mail accounts fallen recently , Google &apos;s Gmail managed grow considerably ",0
" Konstanz: Road block following accident Schänzle roundabout According police , accident occurred 51-year-old driver Swiss Seat Ibiza travelling town left lane two-lane Reichenaustrasse ",0
Shortly Schänzle roundabout noticed left-turn lane going direction Stromeyersdorfstraße moved across right lane,0
" In , collided BMW 23-year-old Konstanz resident , travelling lane ",0
The VW Passat 19-year-old driver travelling behind BMW also damaged,0
" In total , EUR 15,000 material damage caused , announced police ",0
" The road blocked accident investigated , statement continued ",0
" Norway: Norwegian village lights huge mirrors Using huge mirrors , residents Norwegian village brought light dreary valley ",0
" Due low level sunshine , autumn spring village Rjukan Vestfjord valley normally languishes shadows surrounding mountains ",0
" With three gigantic mirrors , 45 metres tall , centuries-old dream came true Wednesday ",0
" &quot; Finally ! &apos; , raved Mayor Steinar Bergsland inaugural ceremony , televised broadcaster TV2 ",0
" Some valley residents lay back sun loungers , others safely put sunglasses ",0
" Up , hungry sunshine winter travel nearby peak cable car ",0
" Ten years ago , local artist Martin Andersen presented proposal directing sun valley using mirrors ",0
" However , basic idea talked location since 1913 ",0
" After several years debate , Town Council finally approved project , cost 5 million krone (around EUR 615,000)",0
A similar construction provided sunshine Italian alpine resort Viganella number years,0
Electricity become expensive Pfullendorf The citizens Pfullendorf adjust high electricity costs,0
" As Managing Director municipal energy company , Jörg-Arne Bias , confirmed SÜDKURIER , families four Pfullendorf receiving end price increase EUR 70 90 per year ",0
One major reason upcoming price increase rise so-called EEC Levy 5,0
277 6,0
3 Cents per kilowatt hour,0
" This levy reset four operators large power grids , October year ",0
" They estimate additional costs incur result &quot; energy turnaround &quot; , able recover means levy price electricity ",0
The Pfullendorf municipal energy company forms last link chain,0
" In projections , supervisory council energy company even assumed levy higher reported Jörg-Arne Bias ",0
The specific figures must calculated municipal energy cmpany inform customers precise price increase next week,0
" &quot; We working assumption increase 1 cent plus x , &quot; said Bias , figure likely closer 2 cents ",0
Beautiful animals delicious tarts entice The beautiful rabbits various breeds colourings presented District Exhibition weekend community centre,0
The evaluations already made Thursday,0
" Once , W514 local association organising large exhibition ",0
" Here breeders clubs District Soest exhibiting best animals , young private individuals Wickeder also showing rabbits ",0
" On Thursday , six adjudicators assessed numerous rabbits able assign awards exceptional animals ",0
" The visitors show kept well informed , evaluations animals posted cages ",0
Mayor Hermann Arndt officially opening exhibition 14: 30,0
" The rabbit show , however , open visitors 10: 00 a",0
Saturday 10: 00 a,0
3: 30 p,0
" Sunday , followed prize ceremony ",0
Guests also invited take part tombola impressive prizes sample delicious food cafeteria,0
" Iran satisfied nuclear negotiations process Iran expressed satisfaction negotiation process , one week next nuclear meeting five UN veto powers Germany ",0
" &quot; After many years , reached agreement International Nuclear Energy Authorities clear differences past years , &quot; wrote Foreign Minister Mohammed Dschawad Sarif Facebook page ",0
" It without doubt long path , chief nuclear negotiator satisfied negotiation process also optimistic sides come solution end ",0
" Haigerloch: Focus Abendmahlskirche As town &apos;s contribution 150th anniversary Protestant Church Haigerloch , town &apos;s Office Culture Tourism dedicate last year &apos;s public thematic tours Sunday 27 October Abendsmahlskirche (Church Holy Communion)",0
" Following visit Nuclear Bunker Museum , focus turn Haigerloch period 1850 , Haigerloch came Prussian rule ",0
The crowning glory visit Abendmahlskirche,0
" There participants tour told story construction church gain insight development Protestant congregation , Catholic area ",0
" Last least , church eyes also turn last supper painting , painted Friedrich Schüz support Walter Kröll Georg Halbritter ",0
It faithful reproduction famous work Leonardo da Vinci Milan,0
" The meeting point one half hour tour Nuclear Bunder Museum , 3: 00 p",0
Tickets available ticket office Nuclear Bunker Museum,0
The Haigerloch Town Tourist Office available questions provide information,0
" China plea paper &apos; overhauled &apos; A Chinese newspaper made front-page appeal release reporter accused defamation overhauled , press regulator says ",0
The Guangzhou-based New Express made rare public plea release journalist Chen Yongzhou,0
But Mr Chen subsequently admitted television taken bribes fabricate stories part state-owned company,0
" Now New Express undergo &quot; full rectification , &quot; regulator said ",0
" The &quot; rectification &quot; order came Guangdong Administration Press Publication , Radio , Film Television ",0
A preliminary investigation showed Yangcheng Evening News Group &apos;s New Express published several untrue reports listed company Zoomlion period September 2012 August 2013,0
" &quot; New Express &apos;s editorial management disordered , &quot; regulator said statement ",0
It said decided &quot; impose administrative penalty Chen Yongzhou revoking reporter &apos;s license,0
" &quot; It also &quot; instructed Yangcheng Evening News Group undertake complete rectification New Express , recommended investigate relevant responsible persons New Express immediately revise New Express &apos;s leadership team ",0
&quot; Mr Chen wrote several articles New Express alleging financial irregularities construction-equipment company called Zoomlion,0
" After detained , newspaper published two front-page appeals release , saying backed journalism ",0
But Mr Chen appeared state television admitting published false stories money,0
" &quot; In case I &apos;ve caused damages Zoomlion also whole news media industry ability earn public &apos;s trust , &quot; told state broadcaster CCTV ",0
I mainly I hankered money fame,0
I &apos;ve realised wrongdoing,0
" Following Mr Chen &apos;s apology , New Express issued front-page apology , saying failed properly check reports ",0
Several high-profile suspects made televised confessions recently,0
" Experts say confessions still routinely coerced , despite change law earlier year banning authorities forcing anyone incriminate ",0
Traffic lights permanently red: observe waiting time Sometimes traffic light simply never turns green,0
" The contact loop road react , light defective ",0
" What - drive red ? If affected person waited sufficiently long period time red light , provided crossing clear , drive , explained Stuttgart-based lawyer Ralf Becker &quot; Motorrad &quot; (Motorcycle) magazine ",0
" The waiting time must , however , &quot; appropriate &quot; , interpreted differently case-to-case basis ",0
Becker advises wait least five minutes fault traffic lights assumed,0
" Anyone drives spite red light must , however , aware / fully liable resulting accident ",0
" Anyone waits less five minutes , certain circumstances , waited long enough , warned Becker , referring ruling Hamm Higher Regional Court ",0
" In case question , driver ignored light permanently red around three minutes held responsible negligently jumping red light ",0
%22%7C%20%5B%209%20-ne%20%24%28echo%20YPWXZB%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%5C%5C,0
%22%7C%20%5B%209%20-ne%20%24%28echo%20TPTKGE%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%26,0
%22%7C%20%5B%209%20-ne%20%24%28echo%20TIQLNL%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2527,0
%22%7C%20%5B%209%20-ne%20%24%28echo%20MNLBVU%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%7C,0
%22%7C%20%5B%209%20-ne%20%24%28echo%20BLTNIK%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2522,0
%22%7C%20%5B%208%20-ne%20%24%28echo%20YPWXZB%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%5C%5C,0
%22%7C%20%5B%208%20-ne%20%24%28echo%20TPTKGE%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%26,0
%22%7C%20%5B%208%20-ne%20%24%28echo%20TIQLNL%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2527,0
%22%7C%20%5B%208%20-ne%20%24%28echo%20MNLBVU%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%7C,0
%22%7C%20%5B%208%20-ne%20%24%28echo%20BLTNIK%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2522,0
%22%7C%20%5B%207%20-ne%20%24%28echo%20YPWXZB%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%5C%5C,0
%22%7C%20%5B%207%20-ne%20%24%28echo%20TPTKGE%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%26,0
%22%7C%20%5B%207%20-ne%20%24%28echo%20TIQLNL%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2527,0
%22%7C%20%5B%207%20-ne%20%24%28echo%20MNLBVU%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%7C,0
%22%7C%20%5B%207%20-ne%20%24%28echo%20BLTNIK%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2522,0
%22%7C%20%5B%206%20-ne%20%24%28echo%20YPWXZB%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%5C%5C,0
%22%7C%20%5B%206%20-ne%20%24%28echo%20TPTKGE%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%26,0
%22%7C%20%5B%206%20-ne%20%24%28echo%20TIQLNL%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2527,0
%22%7C%20%5B%206%20-ne%20%24%28echo%20MNLBVU%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%7C,0
%22%7C%20%5B%206%20-ne%20%24%28echo%20BLTNIK%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2522,0
%22%7C%20%5B%205%20-ne%20%24%28echo%20YPWXZB%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%5C%5C,0
%22%7C%20%5B%205%20-ne%20%24%28echo%20TPTKGE%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%26,0
%22%7C%20%5B%205%20-ne%20%24%28echo%20TIQLNL%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2527,0
%22%7C%20%5B%205%20-ne%20%24%28echo%20MNLBVU%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%7C,0
%22%7C%20%5B%205%20-ne%20%24%28echo%20BLTNIK%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2522,0
%22%7C%20%5B%204%20-ne%20%24%28echo%20YPWXZB%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%5C%5C,0
%22%7C%20%5B%204%20-ne%20%24%28echo%20TPTKGE%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%26,0
%22%7C%20%5B%204%20-ne%20%24%28echo%20TIQLNL%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2527,0
%22%7C%20%5B%204%20-ne%20%24%28echo%20MNLBVU%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%7C,0
%22%7C%20%5B%204%20-ne%20%24%28echo%20BLTNIK%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2522,0
%22%7C%20%5B%203%20-ne%20%24%28echo%20YPWXZB%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%5C%5C,0
%22%7C%20%5B%203%20-ne%20%24%28echo%20TPTKGE%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%26,0
%22%7C%20%5B%203%20-ne%20%24%28echo%20TIQLNL%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2527,0
%22%7C%20%5B%203%20-ne%20%24%28echo%20MNLBVU%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%7C,0
%22%7C%20%5B%203%20-ne%20%24%28echo%20BLTNIK%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2522,0
%22%7C%20%5B%202%20-ne%20%24%28echo%20YPWXZB%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%5C%5C,0
%22%7C%20%5B%202%20-ne%20%24%28echo%20TPTKGE%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%26,0
%22%7C%20%5B%202%20-ne%20%24%28echo%20TIQLNL%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2527,0
%22%7C%20%5B%202%20-ne%20%24%28echo%20MNLBVU%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%7C,0
%22%7C%20%5B%202%20-ne%20%24%28echo%20BLTNIK%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2522,0
%22%7C%20%5B%201%20-ne%20%24%28echo%20YPWXZB%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%5C%5C,1
%22%7C%20%5B%201%20-ne%20%24%28echo%20TPTKGE%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%26,1
%22%7C%20%5B%201%20-ne%20%24%28echo%20TIQLNL%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2527,1
%22%7C%20%5B%201%20-ne%20%24%28echo%20MNLBVU%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%7C,1
%22%7C%20%5B%201%20-ne%20%24%28echo%20BLTNIK%20%7C%20tr%20-d%20%27%5Cn%27%20%7C%20wc%20-c%29%20%5D%20%7C%7C%20sleep%201%20%2522,1
%22%3B%20str%3D%24%28echo%20UPZCIJ%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%209%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%26,1
%22%3B%20str%3D%24%28echo%20UPZCIJ%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%208%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%26,1
%22%3B%20str%3D%24%28echo%20UPZCIJ%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%207%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%26,1
%22%3B%20str%3D%24%28echo%20UPZCIJ%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%206%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%26,1
%22%3B%20str%3D%24%28echo%20UPZCIJ%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%205%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%26,1
%22%3B%20str%3D%24%28echo%20UPZCIJ%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%204%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%26,1
%22%3B%20str%3D%24%28echo%20UPZCIJ%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%203%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%26,1
%22%3B%20str%3D%24%28echo%20UPZCIJ%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%202%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%26,1
%22%3B%20str%3D%24%28echo%20UPZCIJ%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%201%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%26,1
%22%3B%20str%3D%24%28echo%20NBAQGO%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%209%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%7C,1
%22%3B%20str%3D%24%28echo%20NBAQGO%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%208%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%7C,1
%22%3B%20str%3D%24%28echo%20NBAQGO%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%207%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%7C,1
%22%3B%20str%3D%24%28echo%20NBAQGO%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%206%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%7C,1
%22%3B%20str%3D%24%28echo%20NBAQGO%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%205%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%7C,1
%22%3B%20str%3D%24%28echo%20NBAQGO%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%204%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%7C,1
%22%3B%20str%3D%24%28echo%20NBAQGO%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%203%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%7C,1
%22%3B%20str%3D%24%28echo%20NBAQGO%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%202%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%7C,1
%22%3B%20str%3D%24%28echo%20NBAQGO%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%201%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%7C,1
%22%3B%20str%3D%24%28echo%20GRQQCI%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%209%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2527,1
%22%3B%20str%3D%24%28echo%20GRQQCI%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%208%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2527,1
%22%3B%20str%3D%24%28echo%20GRQQCI%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%207%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2527,1
%22%3B%20str%3D%24%28echo%20GRQQCI%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%206%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2527,1
%22%3B%20str%3D%24%28echo%20GRQQCI%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%205%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2527,1
%22%3B%20str%3D%24%28echo%20GRQQCI%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%204%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2527,1
%22%3B%20str%3D%24%28echo%20GRQQCI%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%203%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2527,1
%22%3B%20str%3D%24%28echo%20GRQQCI%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%202%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2527,1
%22%3B%20str%3D%24%28echo%20GRQQCI%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%201%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2527,1
%22%3B%20str%3D%24%28echo%20GJNRXW%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%209%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2522,1
%22%3B%20str%3D%24%28echo%20GJNRXW%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%208%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2522,1
%22%3B%20str%3D%24%28echo%20GJNRXW%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%207%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2522,1
%22%3B%20str%3D%24%28echo%20GJNRXW%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%206%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2522,1
%22%3B%20str%3D%24%28echo%20GJNRXW%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%205%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2522,1
%22%3B%20str%3D%24%28echo%20GJNRXW%29%3B%20str1%3D%24%7B%23str%7D%3B%20if%20%5B%204%20-ne%20%24%7Bstr1%7D%20%5D%3B%20then%20sleep%200%3B%20else%20sleep%201%3B%20fi%20%2522,1
